"197918,""222,903"",""26,072"",11.7,""195,860"",""19,964"",10.2,""26,927"",""9,400"",34.9,""26,170"",""5,743"",21.9"
"1978,""215,656"",""24,497"",11.4,""191,071"",""19,062"",10.0,""26,032"",""9,269"",35.6,""24,585"",""5,435"",22.1"
"1977,""213,867"",""24,720"",11.6,""190,757"",""19,505"",10.2,""25,404"",""9,205"",36.2,""23,110"",""5,216"",22.6"
"1976,""212,303"",""24,975"",11.8,""190,844"",""19,632"",10.3,""24,204"",""9,029"",37.3,""21,459"",""5,344"",24.9"
"1975,""210,864"",""25,877"",12.3,""190,630"",""20,789"",10.9,""23,580"",""8,846"",37.5,""20,234"",""5,088"",25.1"
"197419,""209,362"",""23,370"",11.2,""190,436"",""18,817"",9.9,""23,165"",""8,462"",36.5,""18,926"",""4,553"",24.1"
"1973,""207,621"",""22,973"",11.1,""189,361"",""18,299"",9.7,""21,823"",""8,178"",37.5,""18,260"",""4,674"",25.6"
"197220,""206,004"",""24,460"",11.9,""189,193"",""19,577"",10.3,""21,264"",""8,114"",38.2,""16,811"",""4,883"",29.0"
"197121,""204,554"",""25,559"",12.5,""188,242"",""20,405"",10.8,""20,153"",""7,797"",38.7,""16,311"",""5,154"",31.6"
"1970,""202,183"",""25,420"",12.6,""186,692"",""20,330"",10.9,""19,673"",""7,503"",38.1,""15,491"",""5,090"",32.9"
"1969,""199,517"",""24,147"",12.1,""184,891"",""19,175"",10.4,""17,995"",""6,879"",38.2,""14,626"",""4,972"",34.0"
"1968,""197,628"",""25,389"",12.8,""183,825"",""20,695"",11.3,""18,048"",""6,990"",38.7,""13,803"",""4,694"",34.0"
"196722,""195,672"",""27,769"",14.2,""182,558"",""22,771"",12.5,""17,788"",""6,898"",38.8,""13,114"",""4,998"",38.1"
"1966,""193,388"",""28,510"",14.7,""181,117"",""23,809"",13.1,""17,240"",""6,861"",39.8,""12,271"",""4,701"",38.3"
"1965,""191,413"",""33,185"",17.3,""179,281"",""28,358"",15.8,""16,371"",""7,524"",46.0,""12,132"",""4,827"",39.8"
"1964,""189,710"",""36,055"",19.0,""177,653"",""30,912"",17.4,N,""7,297"",44.4,""12,057"",""5,143"",42.7"
"1963,""187,258"",""36,436"",19.5,""176,076"",""31,498"",17.9,N,""7,646"",47.7,""11,182"",""4,938"",44.2"
"1962,""184,276"",""38,625"",21.0,""173,263"",""33,623"",19.4,N,""7,781"",50.3,""11,013"",""5,002"",45.4"
"1961,""181,277"",""39,628"",21.9,""170,131"",""34,509"",20.3,N,""7,252"",48.1,""11,146"",""5,119"",45.9"
"1960,""179,503"",""39,851"",22.2,""168,615"",""34,925"",20.7,N,""7,247"",48.9,""10,888"",""4,926"",45.2"
"1959,""176,557"",""39,490"",22.4,""165,858"",""34,562"",20.8,N,""7,014"",49.4,""10,699"",""4,928"",46.1"
"WHITE ALONE23,,,,,,,,,,,,"
"2021,""248,909"",""24,919"",10.0,""199,319"",""15,795"",7.9,""28,961"",""6,575"",22.7,""48,788"",""8,877"",18.2"
"20201,""249,083"",""25,183"",10.1,""200,217"",""16,456"",8.2,""29,829"",""6,993"",23.4,""48,044"",""8,456"",17.6"
"2019,""248,086"",""22,512"",9.1,""200,954"",""14,295"",7.1,""27,848"",""6,007"",21.6,""46,332"",""7,998"",17.3"
"2018,""247,634"",""24,945"",10.1,""200,479"",""16,240"",8.1,""28,375"",""6,972"",24.6,""46,338"",""8,429"",18.2"
"20172,""247,255"",""26,026"",10.5,""200,267"",""17,022"",8.5,""28,671"",""7,399"",25.8,""46,147"",""8,731"",18.9"
"2017,""247,272"",""26,436"",10.7,""199,462"",""17,386"",8.7,""29,019"",""7,473"",25.8,""47,005"",""8,779"",18.7"
"2016,""245,985"",""27,113"",11.0,""199,330"",""18,022"",9.0,""29,420"",""7,793"",26.5,""45,643"",""8,661"",19.0"
"2015,""245,536"",""28,566"",11.6,""198,571"",""19,444"",9.8,""29,396"",""8,205"",27.9,""45,963"",""8,717"",19.0"
"2014,""244,253"",""31,089"",12.7,""197,607"",""21,072"",10.7,""29,134"",""8,680"",29.8,""45,409"",""9,476"",20.9"
"20133,""243,346"",""31,287"",12.9,""198,041"",""21,486"",10.8,""30,428"",""9,796"",32.2,""43,924"",""9,132"",20.8"
"20134,""243,085"",""29,936"",12.3,""197,001"",""19,944"",10.1,""28,795"",""8,404"",29.2,""44,998"",""9,544"",21.2"
"2012,""242,147"",""30,816"",12.7,""196,378"",""21,328"",10.9,""28,707"",""8,691"",30.3,""44,509"",""8,940"",20.1"
"2011,""241,334"",""30,849"",12.8,""196,709"",""21,456"",10.9,""29,636"",""8,999"",30.4,""43,295"",""8,809"",20.3"
"20105,""239,982"",""31,083"",13.0,""195,441"",""21,543"",11.0,""28,032"",""8,721"",31.1,""43,324"",""8,971"",20.7"
"2009,""242,047"",""29,830"",12.3,""197,938"",""20,701"",10.5,""28,163"",""8,283"",29.4,""43,010"",""8,580"",19.9"
"2008,""240,548"",""26,990"",11.2,""197,763"",""18,558"",9.4,""27,010"",""7,340"",27.2,""41,810"",""7,982"",19.1"
"2007,""239,133"",""25,120"",10.5,""195,944"",""17,141"",8.7,""27,159"",""7,188"",26.5,""41,931"",""7,505"",17.9"
"2006,""237,619"",""24,416"",10.3,""196,061"",""16,644"",8.5,""27,057"",""7,160"",26.5,""40,461"",""7,334"",18.1"
"2005,""235,430"",""24,872"",10.6,""194,277"",""16,782"",8.6,""25,943"",""7,021"",27.1,""40,164"",""7,718"",19.2"
"20046,""233,741"",""25,327"",10.8,""193,024"",""17,445"",9.0,""26,139"",""6,892"",26.4,""39,712"",""7,416"",18.7"
"2003,""231,866"",""24,272"",10.5,""192,074"",""16,740"",8.7,""25,536"",""6,530"",25.6,""38,913"",""7,225"",18.6"
"2002,""230,376"",""23,466"",10.2,""190,823"",""16,043"",8.4,""24,903"",""5,992"",24.1,""38,575"",""7,105"",18.4"
"WHITE24,,,,,,,,,,,,"
"2001,""229,675"",""22,739"",9.9,""190,413"",""15,369"",8.1,""24,619"",""5,972"",24.3,""38,294"",""6,996"",18.3"
"20007,""227,846"",""21,645"",9.5,""188,966"",""14,692"",7.8,""24,166"",""5,609"",23.2,""37,699"",""6,454"",17.1"
"19998,""225,361"",""22,169"",9.8,""187,833"",""15,353"",8.2,""23,913"",""5,947"",24.9,""36,441"",""6,411"",17.6"
"1998,""222,837"",""23,454"",10.5,""186,184"",""16,549"",8.9,""24,211"",""6,674"",27.6,""35,563"",""6,386"",18.0"
"1997,""221,200"",""24,396"",11.0,""185,147"",""17,258"",9.3,""23,773"",""7,296"",30.7,""34,858"",""6,593"",18.9"
"1996,""219,656"",""24,650"",11.2,""184,119"",""17,621"",9.6,""23,744"",""7,073"",29.8,""34,247"",""6,463"",18.9"
"19959,""218,028"",""24,423"",11.2,""183,450"",""17,593"",9.6,""23,732"",""7,047"",29.7,""33,399"",""6,336"",19.0"
"199410,""216,460"",""25,379"",11.7,""182,546"",""18,474"",10.1,""22,713"",""7,228"",31.8,""32,569"",""6,292"",19.3"
"199311,""214,899"",""26,226"",12.2,""181,330"",""18,968"",10.5,""23,224"",""7,199"",31.0,""32,112"",""6,443"",20.1"
"199212,""213,060"",""25,259"",11.9,""180,409"",""18,294"",10.1,""22,453"",""6,907"",30.8,""31,170"",""6,147"",19.7"
"199113,""210,133"",""23,747"",11.3,""177,619"",""17,268"",9.7,""21,608"",""6,806"",31.5,""31,207"",""5,872"",18.8"
"1990,""208,611"",""22,326"",10.7,""176,504"",""15,916"",9.0,""20,845"",""6,210"",29.8,""30,833"",""5,739"",18.6"
"1989,""206,853"",""20,785"",10.0,""175,857"",""15,179"",8.6,""20,362"",""5,723"",28.1,""29,993"",""5,063"",16.9"
"198814,""205,235"",""20,715"",10.1,""175,111"",""15,001"",8.6,""20,396"",""5,950"",29.2,""29,315"",""5,314"",18.1"
"198714,""203,605"",""21,195"",10.4,""174,488"",""15,593"",8.9,""20,244"",""5,989"",29.6,""28,290"",""5,174"",18.3"
"1986,""202,282"",""22,183"",11.0,""174,024"",""16,393"",9.4,""20,163"",""6,171"",30.6,""27,143"",""5,198"",19.2"
"198515,""200,918"",""22,860"",11.4,""172,863"",""17,125"",9.9,""20,105"",""5,990"",29.8,""27,067"",""5,299"",19.6"
"198416,""198,941"",""22,955"",11.5,""171,839"",""17,299"",10.1,""19,727"",""5,866"",29.7,""26,094"",""5,181"",19.9"
"1983,""197,496"",""23,984"",12.1,""171,407"",""18,377"",10.7,""19,256"",""6,017"",31.2,""25,206"",""5,189"",20.6"
"1982,""195,919"",""23,517"",12.0,""170,748"",""18,015"",10.6,""18,374"",""5,686"",30.9,""24,300"",""5,041"",20.7"
"198117,""194,504"",""21,553"",11.1,""169,868"",""16,127"",9.5,""18,795"",""5,600"",29.8,""23,913"",""5,061"",21.2"
"1980,""192,912"",""19,699"",10.2,""168,756"",""14,587"",8.6,""17,642"",""4,940"",28.0,""23,370"",""4,760"",20.4"
"197918,""191,742"",""17,214"",9.0,""168,461"",""12,495"",7.4,""17,349"",""4,375"",25.2,""22,587"",""4,452"",19.7"
"1978,""186,450"",""16,259"",8.7,""165,193"",""12,050"",7.3,""16,877"",""4,371"",25.9,""21,257"",""4,209"",19.8"
"1977,""185,254"",""16,416"",8.9,""165,385"",""12,364"",7.5,""16,721"",""4,474"",26.8,""19,869"",""4,051"",20.4"
"1976,""184,165"",""16,713"",9.1,""165,571"",""12,500"",7.5,""15,941"",""4,463"",28.0,""18,594"",""4,213"",22.7"
"1975,""183,164"",""17,770"",9.7,""165,661"",""13,799"",8.3,""15,577"",""4,577"",29.4,""17,503"",""3,972"",22.7"
"197419,""182,376"",""15,736"",8.6,""166,081"",""12,181"",7.3,""15,433"",""4,278"",27.7,""16,295"",""3,555"",21.8"
"1973,""181,185"",""15,142"",8.4,""165,424"",""11,412"",6.9,""14,303"",""4,003"",28.0,""15,761"",""3,730"",23.7"
"197220,""180,125"",""16,203"",9.0,""165,630"",""12,268"",7.4,""13,739"",""3,770"",27.4,""14,495"",""3,935"",27.1"
"197121,""179,398"",""17,780"",9.9,""165,184"",""13,566"",8.2,""13,502"",""4,099"",30.4,""14,214"",""4,214"",29.6"
"1970,""177,376"",""17,484"",9.9,""163,875"",""13,323"",8.1,""13,226"",""3,761"",28.4,""13,500"",""4,161"",30.8"
"1969,""175,349"",""16,659"",9.5,""162,779"",""12,623"",7.8,""12,285"",""3,577"",29.1,""12,570"",""4,036"",32.1"
"1968,""173,732"",""17,395"",10.0,""161,777"",""13,546"",8.4,""12,190"",""3,551"",29.1,""11,955"",""3,849"",32.2"
"196722,""172,038"",""18,983"",11.0,""160,720"",""14,851"",9.2,""12,131"",""3,453"",28.5,""11,318"",""4,132"",36.5"
"1966,""170,247"",""19,290"",11.3,""159,561"",""15,430"",9.7,""12,261"",""3,646"",29.7,""10,686"",""3,860"",36.1"
"1965,""168,732"",""22,496"",13.3,""158,255"",""18,508"",11.7,""11,573"",""4,092"",35.4,""10,477"",""3,988"",38.1"
"1964,""167,313"",""24,957"",14.9,""156,898"",""20,716"",13.2,N,""3,911"",33.4,""10,415"",""4,241"",40.7"
"1963,""165,309"",""25,238"",15.3,""155,584"",""21,149"",13.6,N,""4,051"",35.6,""9,725"",""4,089"",42.0"
"1962,""162,842"",""26,672"",16.4,""153,348"",""22,613"",14.7,N,""4,089"",37.9,""9,494"",""4,059"",42.7"
"1961,""160,306"",""27,890"",17.4,""150,717"",""23,747"",15.8,N,""4,062"",37.6,""9,589"",""4,143"",43.2"
"1960,""158,863"",""28,309"",17.8,""149,458"",""24,262"",16.2,N,""4,296"",39.0,""9,405"",""4,047"",43.0"
"1959,""156,956"",""28,484"",18.1,""147,802"",""24,443"",16.5,N,""4,232"",40.2,""9,154"",""4,041"",44.1"
"WHITE ALONE, NOT HISPANIC23,,,,,,,,,,,,"
"2021,""194,309"",""15,805"",8.1,""152,526"",""8,705"",5.7,""18,658"",""3,468"",18.6,""41,232"",""6,923"",16.8"
"20201,""195,078"",""16,038"",8.2,""153,252"",""9,117"",5.9,""18,852"",""3,686"",19.6,""41,246"",""6,785"",16.4"
"2019,""194,643"",""14,152"",7.3,""154,328"",""7,608"",4.9,""17,528"",""3,064"",17.5,""39,747"",""6,406"",16.1"
"2018,""194,815"",""15,725"",8.1,""154,545"",""8,883"",5.7,""18,179"",""3,740"",20.6,""39,694"",""6,664"",16.8"
"20172,""195,218"",""16,619"",8.5,""154,636"",""9,343"",6.0,""18,334"",""3,800"",20.7,""40,012"",""7,090"",17.7"
"2017,""195,256"",""16,993"",8.7,""153,956"",""9,732"",6.3,""18,597"",""3,893"",20.9,""40,760"",""7,096"",17.4"
"2016,""195,221"",""17,263"",8.8,""154,627"",""9,853"",6.4,""19,390"",""4,252"",21.9,""39,875"",""7,108"",17.8"
"2015,""195,450"",""17,786"",9.1,""154,713"",""10,373"",6.7,""19,339"",""4,404"",22.8,""40,043"",""7,122"",17.8"
"2014,""195,208"",""19,652"",10.1,""154,734"",""11,566"",7.5,""19,015"",""4,630"",24.4,""39,603"",""7,779"",19.6"
"20133,""195,118"",""19,552"",10.0,""155,965"",""11,688"",7.5,""19,141"",""5,123"",26.8,""38,256"",""7,492"",19.6"
"20134,""195,167"",""18,796"",9.6,""155,119"",""10,710"",6.9,""18,889"",""4,325"",22.9,""39,245"",""7,758"",19.8"
"2012,""195,112"",""18,940"",9.7,""155,395"",""11,387"",7.3,""19,180"",""4,655"",24.3,""38,822"",""7,202"",18.6"
"2011,""194,960"",""19,171"",9.8,""155,982"",""11,562"",7.4,""19,909"",""4,746"",23.8,""38,003"",""7,222"",19.0"
"20105,""194,783"",""19,251"",9.9,""155,723"",""11,509"",7.4,""18,914"",""4,689"",24.8,""38,211"",""7,351"",19.2"
"2009,""197,164"",""18,530"",9.4,""158,646"",""11,211"",7.1,""19,033"",""4,532"",23.8,""37,757"",""6,946"",18.4"
"2008,""196,940"",""17,024"",8.6,""159,344"",""10,138"",6.4,""18,799"",""4,046"",21.5,""36,848"",""6,539"",17.7"
"2007,""196,583"",""16,032"",8.2,""158,703"",""9,553"",6.0,""19,179"",""4,099"",21.4,""36,909"",""6,155"",16.7"
"2006,""196,049"",""16,013"",8.2,""159,572"",""9,676"",6.1,""19,349"",""4,353"",22.5,""35,642"",""6,021"",16.9"
"2005,""195,553"",""16,227"",8.3,""159,204"",""9,604"",6.0,""18,899"",""4,278"",22.6,""35,626"",""6,393"",17.9"
"20046,""195,098"",""16,908"",8.7,""159,221"",""10,323"",6.5,""19,009"",""4,116"",21.7,""35,141"",""6,237"",17.7"
"2003,""194,595"",""15,902"",8.2,""159,215"",""9,658"",6.1,""18,792"",""3,959"",21.1,""34,683"",""6,015"",17.3"
"2002,""194,144"",""15,567"",8.0,""158,764"",""9,389"",5.9,""18,664"",""3,733"",20.0,""34,614"",""5,947"",17.2"
"WHITE, NOT HISPANIC24,,,,,,,,,,,,"
"2001,""194,538"",""15,271"",7.8,""159,178"",""9,122"",5.7,""18,365"",""3,661"",19.9,""34,603"",""5,882"",17.0"
"20007,""193,691"",""14,366"",7.4,""158,838"",""8,664"",5.5,""18,196"",""3,412"",18.8,""33,943"",""5,356"",15.8"
"19998,""192,565"",""14,735"",7.7,""158,550"",""9,013"",5.7,""17,892"",""3,545"",19.8,""33,189"",""5,412"",16.3"
"1998,""192,754"",""15,799"",8.2,""159,301"",""10,061"",6.3,""18,547"",""4,074"",22.0,""32,573"",""5,352"",16.4"
"1997,""191,859"",""16,491"",8.6,""158,796"",""10,401"",6.5,""18,474"",""4,604"",24.9,""32,049"",""5,632"",17.6"
"1996,""191,459"",""16,462"",8.6,""159,044"",""10,553"",6.6,""18,597"",""4,339"",23.3,""31,410"",""5,455"",17.4"
"19959,""190,951"",""16,267"",8.5,""159,402"",""10,599"",6.6,""18,340"",""4,183"",22.8,""30,586"",""5,303"",17.3"
"199410,""192,543"",""18,110"",9.4,""161,254"",""12,118"",7.5,""18,186"",""4,743"",26.1,""30,157"",""5,500"",18.2"
"199311,""190,843"",""18,882"",9.9,""160,062"",""12,756"",8.0,""18,508"",""4,724"",25.5,""29,681"",""5,570"",18.8"
"199212,""189,001"",""18,202"",9.6,""159,102"",""12,277"",7.7,""18,016"",""4,640"",25.8,""28,775"",""5,350"",18.6"
"199113,""189,116"",""17,741"",9.4,""158,850"",""11,998"",7.6,""17,609"",""4,710"",26.7,""29,215"",""5,261"",18.0"
"1990,""188,129"",""16,622"",8.8,""158,394"",""11,086"",7.0,""17,160"",""4,284"",25.0,""28,688"",""5,002"",17.4"
"1989,""186,979"",""15,599"",8.3,""158,127"",""10,723"",6.8,""16,827"",""3,922"",23.3,""28,055"",""4,466"",15.9"
"198814,""185,961"",""15,565"",8.4,""157,687"",""10,467"",6.6,""16,828"",""3,988"",23.7,""27,552"",""4,746"",17.2"
"198714,""184,936"",""16,029"",8.7,""157,785"",""11,051"",7.0,""16,787"",""4,075"",24.3,""26,439"",""4,613"",17.4"
"1986,""184,119"",""17,244"",9.4,""157,665"",""12,078"",7.7,""16,739"",""4,350"",26.0,""25,525"",""4,668"",18.3"
"198515,""183,455"",""17,839"",9.7,""157,106"",""12,706"",8.1,""16,749"",""4,136"",24.7,""25,544"",""4,789"",18.7"
"198416,""182,469"",""18,300"",10.0,""156,930"",""13,234"",8.4,""16,742"",""4,193"",25.0,""24,671"",""4,659"",18.9"
"1983,""181,393"",""19,538"",10.8,""156,719"",""14,437"",9.2,""16,369"",""4,448"",27.2,""23,894"",""4,746"",19.9"
"1982,""181,903"",""19,362"",10.6,""157,818"",""14,271"",9.0,""15,830"",""4,161"",26.3,""23,329"",""4,701"",20.2"
"198117,""180,909"",""17,987"",9.9,""157,330"",""12,903"",8.2,""16,323"",""4,222"",25.9,""22,950"",""4,769"",20.8"
"1980,""179,798"",""16,365"",9.1,""156,633"",""11,568"",7.4,""15,358"",""3,699"",24.1,""22,455"",""4,474"",19.9"
"197918,""178,814"",""14,419"",8.1,""156,567"",""10,009"",6.4,""15,410"",""3,371"",21.9,""21,638"",""4,179"",19.3"
"1978,""174,731"",""13,755"",7.9,""154,321"",""9,798"",6.3,""15,132"",""3,390"",22.4,""20,410"",""3,957"",19.4"
"1977,""173,563"",""13,802"",8.0,""154,449"",""9,977"",6.5,""14,888"",""3,429"",23.0,""19,114"",""3,825"",20.0"
"1976,""173,235"",""14,025"",8.1,""155,324"",""10,066"",6.5,""14,261"",""3,516"",24.7,""17,912"",""3,959"",22.1"
"1975,""172,417"",""14,883"",8.6,""155,539"",""11,137"",7.2,""13,809"",""3,570"",25.9,""16,879"",""3,746"",22.2"
"197419,""171,463"",""13,217"",7.7,""155,764"",""9,854"",6.3,""13,763"",""3,379"",24.6,""15,699"",""3,364"",21.4"
"1973,""170,488"",""12,864"",7.5,""155,330"",""9,262"",6.0,""12,731"",""3,185"",25.0,""15,158"",""3,602"",23.8"
"BLACK ALONE OR IN COMBINATION,,,,,,,,,,,,"
"2021,""48,225"",""9,298"",19.3,""38,000"",""6,751"",17.8,""15,433"",""4,691"",30.4,""10,067"",""2,476"",24.6"
"20201,""48,258"",""9,311"",19.3,""38,359"",""6,675"",17.4,""15,532"",""4,647"",29.9,""9,771"",""2,576"",26.4"
"2019,""47,260"",""8,836"",18.7,""37,689"",""6,374"",16.9,""15,323"",""4,571"",29.8,""9,492"",""2,433"",25.6"
"2018,""46,825"",""9,695"",20.7,""36,729"",""6,910"",18.8,""14,820"",""4,692"",31.7,""9,942"",""2,726"",27.4"
"20172,""46,337"",""10,050"",21.7,""36,675"",""7,290"",19.9,""15,201"",""5,258"",34.6,""9,480"",""2,688"",28.4"
"2017,""46,391"",""9,820"",21.2,""36,702"",""7,013"",19.1,""15,297"",""5,089"",33.3,""9,535"",""2,758"",28.9"
"2016,""45,683"",""9,965"",21.8,""36,463"",""7,353"",20.2,""15,315"",""5,231"",34.2,""9,105"",""2,563"",28.2"
"2015,""45,227"",""10,797"",23.9,""36,028"",""7,965"",22.1,""15,809"",""5,642"",35.7,""8,999"",""2,744"",30.5"
"2014,""44,566"",""11,581"",26.0,""35,545"",""8,711"",24.5,""15,304"",""6,179"",40.4,""8,836"",""2,793"",31.6"
"20133,""44,154"",""11,162"",25.3,""35,958"",""8,533"",23.7,""16,188"",""6,277"",38.8,""8,045"",""2,588"",32.2"
"20134,""44,112"",""11,959"",27.1,""35,657"",""9,174"",25.7,""14,906"",""6,319"",42.4,""8,199"",""2,657"",32.4"
"2012,""43,583"",""11,809"",27.1,""35,205"",""9,016"",25.6,""15,113"",""6,220"",41.2,""8,179"",""2,663"",32.6"
"2011,""42,648"",""11,730"",27.5,""34,495"",""9,012"",26.1,""15,282"",""6,500"",42.5,""7,986"",""2,635"",33.0"
"20105,""42,385"",""11,597"",27.4,""34,347"",""8,891"",25.9,""15,362"",""6,269"",40.8,""7,730"",""2,587"",33.5"
"2009,""40,876"",""10,575"",25.9,""33,330"",""8,184"",24.6,""14,463"",""5,755"",39.8,""7,368"",""2,285"",31.0"
